"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Azerbaiyán","AZE","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.23533","0.3695","0.42124","0.39289","0.336","0.34001","0.30155","0.32496","0.29831","0.21994","0.17165","0.17006","0.16554","0.24976","0.21848","0.21084","0.21427","0.20969","0.20978","0.22232","0.20637","0.18521","",
"Burundi","BDI","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2007","0.15419","0.14434","0.13755","0.12126","","","","","","","",
"Bélgica","BEL","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.72963","1.79476","1.82362","1.89068","1.92236","2.02168","1.89073","1.83184","1.80898","1.78231","1.81426","1.84413","1.92413","1.98537","2.05081","2.15533","2.27334","2.33393","2.38746","2.46611","2.48835","","",
"Benin","BEN","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15834","0.18104","","","","0.19057","0.33866","0.27119","0.24197","0.17057","","0.11062","0.18634","0.20005","","","","","0.22183","","","","",
"Bangladesh","BGD","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bulgaria","BGR","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.50865","0.47048","0.4954","0.54214","0.49866","0.45052","0.46834","0.47587","0.47449","0.44617","0.4454","0.43024","0.44787","0.4947","0.56387","0.53191","0.60479","0.63491","0.79492","0.96019","0.78006","","",
"Bahrein","BHR","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10116","","","","",
"Bahamas","BHS","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia y Herzegovina","BIH","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01854","0.01611","0.02696","0.01969","0.02522","0.01842","0.02106","","","0.26533","0.32132","0.25725","0.21862","0.21597","0.19951","",
"Belarús","BLR","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.99852","0.73","0.70578","0.84523","0.7221","0.70876","0.6209","0.61147","0.62759","0.67852","0.66065","0.96203","0.74147","0.64269","0.66913","0.6776","0.64603","0.65191","0.50548","0.49999","0.50063","0.58716","",
"Belice","BLZ","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermudas","BMU","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05885","","","","","","","","","","0.18397","0.19247","0.20903","0.20846","0.2979","0.269","0.22771","0.21474","0.21916","","","",
"Bolivia","BOL","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.32544","0.31577","0.29495","0.29836","0.28744","0.29358","0.27663","","","","","","","0.157","","","","","","","","","",
"Brasil","BRA","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0016","1.03211","0.97747","0.99939","0.96343","1.00246","0.98807","1.08138","1.12904","1.11866","1.15992","1.13966","1.12684","1.19567","1.26991","1.34264","1.26578","","",
"Barbados","BRB","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01592","0.01842","0.03701","","","","","","","","","","","","","","",
"Bhután","BTN","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53286","","","","","","","0.25411","0.53728","","","","","",
"República Centroafricana","CAF","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canadá","CAN","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.61209","1.6192","1.71643","1.75588","1.86469","2.02831","1.97873","1.97478","2.00416","1.97759","1.94872","1.90857","1.8604","1.92227","1.82958","1.79132","1.7766","1.7098","1.71824","1.6493","1.60407","1.5295","",
"Europa Central y del Báltico","CEB","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.72904683481548","0.750803020231745","0.733461835821445","0.73803925552412","0.745832719448277","0.75044456670641","0.739983152793473","0.729831096849896","0.734374019285784","0.735694691472591","0.752003634364582","0.756178142540547","0.782833845800275","0.828007252676537","0.875646726384241","0.959504841034736","1.05842103823911","1.06156954977144","1.0897525844671","1.14692816169029","1.02683934544703","","",
"Suiza","CHE","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.44857","","","","2.32344","","","","2.67269","","","","2.71472","","","","3.1873","","","3.3743","","","",
"Islas del Canal","CHI","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.30957","0.37497","0.35202","0.32947","0.35144","0.3622","0.3887","0.37497","0.3806","0.36244","","",
"China","CHN","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.56324","0.63873","0.64689","0.74963","0.89316","0.94033","1.05786","1.12037","1.21498","1.30792","1.36854","1.37298","1.44469","1.66211","1.70994","1.77539","1.90582","1.99021","2.02114","2.05643","2.10826","","",
"Côte d'Ivoire","CIV","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Camerún","CMR","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, República Democrática del","COD","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.26777","0.05799","0.06044","0.13609","0.08253","0.07822","","","","","","","","","",
"Congo, República del","COG","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29923","0.27366","","","0.12999","0.13183","0.13944","0.15602","0.15353","0.14988","0.14861","0.18346","0.19976","0.19489","0.1947","0.20566","0.23458","0.27248","0.30799","0.2917","0.26955","0.24397","",
"Comoras","COM","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07264","","","","","","","",
"Costa Rica","CRI","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.30377","0.29716","0.26656","0.36913","0.41311","","","0.36349","0.37452","","0.42906","0.35842","0.38831","0.52028","0.48492","0.46782","0.55606","0.55567","0.57209","0.48617","0.45775","","",
"Estados pequeos del Caribe","CSS","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.34736","0.40172","0.50124","0.45832","0.47865","0.5653","0.56445","0.58243","0.60231","0.5492","0.44139","0.43615","0.50061","0.61485","0.60767","0.27192","0.40716","0.47467","0.41596","0.42854","0.34865","","",
"Curacao","CUW","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Caimán","CYM","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chipre","CYP","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20125","0.21567","0.2225","0.23314","0.27491","0.3177","0.33368","0.36197","0.37724","0.39826","0.38601","0.44442","0.44663","0.45554","0.43778","0.48218","0.50847","0.4807","0.50167","","",
"República Checa","CZE","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.89446","0.99439","1.06528","1.05452","1.11319","1.10333","1.10202","1.14741","1.14559","1.16835","1.23173","1.30228","1.23933","1.29438","1.33688","1.55571","1.78231","1.89973","1.97285","1.92923","1.6783","","",
"Alemania","DEU","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.13716","2.1788","2.2123","2.33383","2.39166","2.38558","2.41543","2.4566","2.42079","2.42253","2.45604","2.44633","2.59712","2.72644","2.71367","2.79562","2.86813","2.82105","2.87289","2.91695","2.93949","","",
"Djibouti","DJI","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dinamarca","DNK","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.80667","1.88914","2.00619","2.12764","","2.32466","2.44145","2.51085","2.41916","2.39337","2.403","2.51541","2.77346","3.05514","2.91707","2.94465","2.98125","2.97048","2.91404","2.95742","2.87125","","",
"República Dominicana","DOM","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argelia","DZA","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.23028","0.3664","0.19623","0.16357","0.06604","","","","","","","","","","","","0.53347","",
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46194132445158","0.565824485914929","0.630098358298547","0.697139223911761","0.727772133685223","0.797512535969849","0.910549681247237","1.00542579638844","1.10505307955405","1.17904619182542","1.24766134307733","1.24656254540381","1.34336155058815","1.40003374514681","1.6812763067516","1.61885985293868","1.87474510470353","1.71008968934428","1.94051911248642","1.95865821986003","2.0560469554187","","",
"inicial del dividendo demográfico","EAR","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.610318000275512","0.628098595032307","0.649822698909637","0.619088003684974","0.631450009983708","0.6230935387466","0.64541774397076","0.668377346033756","0.698463389901188","0.63256855242195","0.74702027851963","0.75099760165383","","0.625511768382951","","","","","",
"Asia oriental y el Pacífico","EAS","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.21719669266599","2.29541733780026","2.25840626728937","2.33151838288525","2.26199302305697","2.30939248589442","2.27475681159774","2.36089656931516","2.34400993776617","2.42948053281091","2.42589747581195","2.37685867064","2.37339058637366","2.26640341250116","2.41600998620027","2.35018932443903","2.49935942304906","2.29384847673667","2.49173837241368","2.38087872850324","2.48911465271892","","",
"Europa y Asia central (excluido altos ingresos)","ECA","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.790374899134418","0.835829670057462","0.651795491168791","0.67333336843874","0.702492504322412","0.819845409922835","0.846892042392402","0.839139290784451","0.79569366583066","0.786405790159429","0.796014922183176","0.855420096851396","0.825007666383933","0.934010072389396","0.885362599479674","0.83409117636141","0.85385262905893","0.835539397012801","0.854753411260504","0.856300927450992","0.842717755736594","","",
"Europa y Asia central","ECS","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.65561647041626","1.63777442445984","1.60837000768844","1.70045562317247","1.67558732642317","1.72250857270758","1.69629765932583","1.72098360789115","1.69822861385518","1.65106801038208","1.65865655730618","1.6605367040688","1.72486441063523","1.81459262747268","1.78036088233574","1.78782834436738","1.84132539866718","1.80436023321228","1.84365452243191","1.92285704391409","1.92395110778159","","",
"Ecuador","ECU","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07406","0.06263","0.06517","","","0.0515","0.05534","0.05735","","","0.12863","0.13194","0.22779","0.39463","0.40297","0.33991","0.33236","0.3799","0.44266","","","","",
"Egipto, República Árabe de","EGY","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2126","0.19756","0.1991","0.18651","0.19247","","","","0.26994","0.24141","0.25903","0.2551","0.27024","0.43312","0.43345","0.53154","0.50899","0.63895","0.63649","0.71858","0.70848","0.60595","",
"Zona del Euro","EMU","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.73967876808189","1.71292967366125","1.74249920934041","1.76514562973992","1.80586719375532","1.79548061010713","1.83663711615758","1.80392368704557","1.78208279312407","1.77791472657866","1.79999139598554","1.80664391935654","1.88980875136242","1.98618205226353","1.99408463839912","2.04179969176804","2.0978924703594","2.10236740384977","2.138048314521","2.13749703549498","2.12606071380494","","",
"Eritrea","ERI","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"España","ESP","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.78949","0.77964","0.85102","0.84052","0.88495","0.89019","0.96005","1.02219","1.03849","1.09577","1.17217","1.23448","1.31706","1.35134","1.34961","1.32508","1.28788","1.26859","1.23535","1.21963","1.18549","","",
"Estonia","EST","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.57074","0.68063","0.60009","0.69946","0.71649","0.76777","0.85193","0.92364","1.11666","1.06884","1.25952","1.39541","1.58162","2.30655","2.12265","1.72216","1.45063","1.48796","1.28129","","",
"Etiopía","ETH","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.17917","","0.17089","","","0.24137","","","0.60474","","","","","",
"Unión Europea","EUU","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.68202808665938","1.69974635186544","1.6761060247224","1.7589086240642","1.72516438542176","1.78454809866758","1.75730838176128","1.78438908845875","1.74945999043307","1.74184242317606","1.76281993478681","1.76628078875582","1.83585532542858","1.92871034192163","1.92558058632179","1.96869351637493","2.00510555264943","2.01786896583873","2.03718496592205","2.03882771546354","2.03228184672709","","",
"Frágiles y situaciones de conflicto afectados","FCS","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finlandia","FIN","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.45311","2.62321","2.78655","3.05603","3.24569","3.19795","3.2574","3.30214","3.31494","3.32976","3.33762","3.34577","3.54708","3.74883","3.72598","3.63881","3.41948","3.28719","3.16931","2.89637","2.74645","","",
"Fiji","FJI","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Francia","FRA","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2228","2.14699","2.09476","2.10767","2.09346","2.13804","2.17449","2.11994","2.09461","2.05151","2.05094","2.02451","2.06117","2.21207","2.17857","2.19161","2.22707","2.23703","2.27592","2.26703","2.24805","","",
"Islas Feroe","FRO","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.86117","","","","","","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabón","GAB","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41633","0.5109","0.57924","","","","","","","","","",
"Reino Unido","GBR","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.58755","1.54564","1.56211","1.64432","1.6268","1.62331","1.62964","1.59374","1.54555","1.56386","1.58552","1.6268","1.63064","1.69094","1.66861","1.67454","1.60252","1.6476","1.66568","1.67445","1.68847","","",
"Georgia","GEO","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.33088","0.3424","0.35384","0.28769","0.2153","0.23848","0.18574","0.2176","0.2442","0.17658","","","","","","","","0.08367","0.1849","0.31982","0.30104","","",
"Ghana","GHA","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.23157","","","0.37655","","","","","","","","",
"Gibraltar","GIB","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia","GMB","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02039","0.01748","","0.13308","","","","","","","",
"Guinea-Bissau","GNB","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea Ecuatorial","GNQ","Gasto en investigación y desarrollo (% del PIB)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
